src,dst,value
55,253,0.0
55,259,0.0
55,265,0.0
55,271,0.0
55,277,0.0
55,283,0.0
55,289,0.0
55,295,0.0
55,301,0.0
55,307,0.0
55,313,0.0
55,319,0.0
55,325,0.0
55,331,0.0
55,337,0.0
55,343,0.0
55,349,0.0
55,355,0.0
55,361,0.0
55,367,0.0
55,373,0.0
55,379,0.0
55,385,0.0
55,391,0.0
55,397,0.0
61,1,0.0
61,7,0.0
61,13,0.0
61,19,0.0
61,25,0.0
61,31,0.0
61,37,0.0
61,43,0.0
61,49,0.0
61,55,0.0
61,67,0.0
61,73,0.0
61,79,0.0
61,85,0.0
61,91,0.0
61,97,0.0
61,103,0.0
61,109,0.0
61,115,0.0
61,121,0.0
61,127,0.0
61,133,0.0
61,139,0.0
61,145,0.0
61,151,0.0
61,157,0.0
61,163,0.0
61,169,0.0
61,175,0.0
61,181,0.0
61,187,0.0
61,193,0.0
61,199,0.0
61,205,0.0
61,211,0.0
61,217,0.0
61,223,0.0
61,229,0.0
61,235,0.0
61,241,0.0
61,247,0.0
61,253,0.0
61,259,0.0
61,265,0.0
61,271,0.0
61,277,0.0
61,283,0.0
61,289,0.0
61,295,0.0
61,301,0.0
61,307,0.0
61,313,0.0
61,319,0.0
61,325,0.0
61,331,0.0
61,337,0.0
61,343,0.0
61,349,0.0
61,355,0.0
61,361,0.0
61,367,0.0
61,373,0.0
61,379,0.0
61,385,0.0
61,391,0.0
61,397,0.0
67,1,0.0
67,7,0.0
67,13,0.0
67,19,0.0
67,25,0.0
67,31,0.0
67,37,0.0
67,43,0.0
67,49,0.0
67,55,0.0
67,61,0.0
67,73,0.0
67,79,0.0
67,85,0.0
67,91,0.0
67,97,0.0
67,103,0.0
67,109,0.0
67,115,0.0
67,121,0.0
67,127,0.0
67,133,0.0
67,139,0.0
67,145,0.0
67,151,0.0
67,157,0.0
67,163,0.0
67,169,0.0
67,175,0.0
67,181,0.0
67,187,0.0
67,193,0.0
67,199,0.0
67,205,0.0
67,211,0.0
67,217,0.0
67,223,0.0
67,229,0.0
67,235,0.0
67,241,0.0
67,247,0.0
67,253,0.0
67,259,0.0
67,265,0.0
67,271,0.0
67,277,0.0
67,283,0.0
67,289,0.0
67,295,0.0
67,301,0.0
67,307,0.0
67,313,0.0
67,319,0.0
67,325,0.0
67,331,0.0
67,337,0.0
67,343,0.0
67,349,0.0
67,355,0.0
67,361,0.0
67,367,0.0
67,373,0.0
67,379,0.0
67,385,0.0
67,391,0.0
67,397,0.0
73,1,0.0
73,7,0.0
73,13,0.0
73,19,0.0
73,25,0.0
73,31,0.0
73,37,0.0
73,43,0.0
73,49,0.0
73,55,0.0
73,61,0.0
73,67,0.0
73,79,0.0
73,85,0.0
73,91,0.0
73,97,0.0
73,103,0.0
73,109,0.0
73,115,0.0
73,121,0.0
73,127,0.0
73,133,0.0
73,139,0.0
73,145,0.0
73,151,0.0
73,157,0.0
73,163,0.0
73,169,0.0
73,175,0.0
73,181,0.0
73,187,0.0
73,193,0.0
73,199,0.0
73,205,0.0
73,211,0.0
73,217,0.0
73,223,0.0
73,229,0.0
73,235,0.0
73,241,0.0
73,247,0.0
73,253,0.0
73,259,0.0
73,265,0.0
73,271,0.0
73,277,0.0
73,283,0.0
73,289,0.0
73,295,0.0
73,301,0.0
73,307,0.0
73,313,0.0
73,319,0.0
73,325,0.0
73,331,0.0
73,337,0.0
73,343,0.0
73,349,0.0
73,355,0.0
73,361,0.0
73,367,0.0
73,373,0.0
73,379,0.0
73,385,0.0
73,391,0.0
73,397,0.0
79,1,0.0
79,7,0.0
79,13,0.0
79,19,0.0
79,25,0.0
79,31,0.0
79,37,0.0
79,43,0.0
79,49,0.0
79,55,0.0
79,61,0.0
79,67,0.0
79,73,0.0
79,85,0.0
79,91,0.0
79,97,0.0
79,103,0.0
79,109,0.0
79,115,0.0
79,121,0.0
79,127,0.0
79,133,0.0
79,139,0.0
79,145,0.0
79,151,0.0
79,157,0.0
79,163,0.0
79,169,0.0
79,175,0.0
79,181,0.0
79,187,0.0
79,193,0.0
79,199,0.0
79,205,0.0
79,211,0.0
79,217,0.0
79,223,0.0
79,229,0.0
79,235,0.0
79,241,0.0
79,247,0.0
79,253,0.0
79,259,0.0
79,265,0.0
79,271,0.0
79,277,0.0
79,283,0.0
79,289,0.0
79,295,0.0
79,301,0.0
79,307,0.0
79,313,0.0
79,319,0.0
79,325,0.0
79,331,0.0
79,337,0.0
79,343,0.0
79,349,0.0
79,355,0.0
79,361,0.0
79,367,0.0
79,373,0.0
79,379,0.0
79,385,0.0
79,391,0.0
79,397,0.0
85,1,0.0
85,7,0.0
85,13,0.0
85,19,0.0
85,25,0.0
85,31,0.0
85,37,0.0
85,43,0.0
85,49,0.0
85,55,0.0
85,61,0.0
85,67,0.0
85,73,0.0
85,79,0.0
85,91,0.0
85,97,0.0
85,103,0.0
85,109,0.0
85,115,0.0
85,121,0.0
85,127,0.0
85,133,0.0
85,139,0.0
85,145,0.0
85,151,0.0
85,157,0.0
85,163,0.0
85,169,0.0
85,175,0.0
85,181,0.0
85,187,0.0
85,193,0.0
85,199,0.0
85,205,0.0
85,211,0.0
85,217,0.0
85,223,0.0
85,229,0.0
85,235,0.0
85,241,0.0
85,247,0.0
85,253,0.0
85,259,0.0
85,265,0.0
85,271,0.4
85,277,0.0
85,283,0.0
85,289,0.0
85,295,0.0
85,301,0.0
85,307,0.0
85,313,0.0
85,319,0.0
85,325,0.0
85,331,0.0
85,337,0.0
85,343,0.0
85,349,0.0
85,355,0.0
85,361,0.0
85,367,0.0
85,373,0.0
85,379,0.0
85,385,0.0
85,391,0.0
85,397,0.0
91,1,0.0
91,7,0.0
91,13,0.0
91,19,0.0
91,25,0.0
91,31,0.0
91,37,0.0
91,43,0.0
91,49,0.0
91,55,0.0
91,61,0.0
91,67,0.0
91,73,0.0
91,79,0.0
91,85,0.0
91,97,0.0
91,103,0.0
91,109,0.0
91,115,0.0
91,121,0.0
91,127,0.0
91,133,0.0
91,139,0.0
91,145,0.0
91,151,0.0
91,157,0.0
91,163,0.0
91,169,0.0
91,175,0.0
91,181,0.0
91,187,0.0
91,193,0.0
91,199,0.0
91,205,0.0
91,211,0.0
91,217,0.0
91,223,0.0
91,229,0.0
91,235,0.0
91,241,0.0
91,247,0.0
91,253,0.0
91,259,0.0
91,265,0.0
91,271,0.4
91,277,0.0
91,283,0.0
91,289,0.0
91,295,0.0
91,301,0.0
91,307,0.0
91,313,0.0
91,319,0.0
91,325,0.0
91,331,0.0
91,337,0.0
91,343,0.0
91,349,0.0
91,355,0.0
91,361,0.0
91,367,0.0
91,373,0.0
91,379,0.0
91,385,0.0
91,391,0.0
91,397,0.0
97,1,0.0
97,7,0.0
97,13,0.0
97,19,0.0
97,25,0.0
97,31,0.0
97,37,0.0
97,43,0.0
97,49,0.0
97,55,0.0
97,61,0.0
97,67,0.0
97,73,0.0
97,79,0.0
97,85,0.0
97,91,0.0
97,103,0.0
97,109,0.0
97,115,0.0
97,121,0.0
97,127,0.0
97,133,0.0
97,139,0.0
97,145,0.0
97,151,0.0
97,157,0.0
97,163,0.0
97,169,0.0
97,175,0.0
97,181,0.0
97,187,0.0
97,193,0.0
97,199,0.0
97,205,0.0
97,211,0.0
97,217,0.0
97,223,0.0
97,229,0.0
97,235,0.0
97,241,0.0
97,247,0.0
97,253,0.0
97,259,0.0
97,265,0.0
97,271,0.0
97,277,0.0
97,283,0.0
97,289,0.0
97,295,0.0
97,301,0.0
97,307,0.0
97,313,0.0
97,319,0.0
97,325,0.0
97,331,0.0
97,337,0.0
97,343,0.0
97,349,0.0
97,355,0.0
97,361,0.0
97,367,0.0
97,373,0.0
97,379,0.0
97,385,0.0
97,391,0.0
97,397,0.0
103,1,0.0
103,7,0.0
103,13,0.0
103,19,0.0
103,25,0.0
103,31,0.0
103,37,0.0
103,43,0.0
103,49,0.0
103,55,0.0
103,61,0.0
103,67,0.0
103,73,0.0
103,79,0.0
103,85,0.0
103,91,0.0
103,97,0.0
103,109,0.0
103,115,0.0
103,121,0.0
103,127,0.0
103,133,0.0
103,139,0.0
103,145,0.0
103,151,0.0
103,157,0.0
103,163,0.0
103,169,0.0
103,175,0.0
103,181,0.0
103,187,0.0
103,193,0.0
103,199,0.0
103,205,0.0
103,211,0.0
103,217,0.0
103,223,0.0
103,229,0.0
103,235,0.0
103,241,0.0
103,247,0.0
103,253,0.0
103,259,0.0
103,265,0.0
103,271,0.0
103,277,0.0
103,283,0.0
103,289,0.0
103,295,0.0
103,301,0.0
103,307,0.0
103,313,0.0
103,319,0.0
103,325,0.0
103,331,0.0
103,337,0.0
103,343,0.0
103,349,0.0
103,355,0.0
103,361,0.0
103,367,0.0
103,373,0.0
103,379,0.0
103,385,0.0
103,391,0.0
103,397,0.0
109,1,0.0
109,7,0.0
109,13,0.0
109,19,0.0
109,25,0.0
109,31,0.0
109,37,0.0
109,43,0.0
109,49,0.0
109,55,0.0
109,61,0.0
109,67,0.0
109,73,0.0
109,79,0.0
109,85,0.0
109,91,0.0
109,97,0.0
109,103,0.0
109,115,0.0
109,121,0.0
109,127,0.0
109,133,0.0
109,139,0.0
109,145,0.0
109,151,0.0
109,157,0.0
109,163,0.0
109,169,0.3
109,175,0.0
109,181,0.0
109,187,0.0
109,193,0.0
109,199,0.0
109,205,0.0
109,211,0.0
109,217,0.0
109,223,0.0
109,229,0.0
109,235,0.0
109,241,0.0
109,247,0.0
109,253,0.0
109,259,0.0
109,265,0.0
109,271,0.4
109,277,0.0
109,283,0.0
109,289,0.0
109,295,0.0
109,301,0.0
109,307,0.0
109,313,0.0
109,319,0.0
109,325,0.0
109,331,0.0
109,337,0.0
109,343,0.0
109,349,0.0
109,355,0.0
109,361,0.0
109,367,0.0
109,373,0.0
109,379,0.0
109,385,0.0
109,391,0.0
109,397,0.0
115,1,0.0
115,7,0.0
115,13,0.0
115,19,0.0
115,25,0.0
115,31,0.0
115,37,0.0
115,43,0.0
115,49,0.0
115,55,0.0
115,61,0.0
115,67,0.0
115,73,0.0
115,79,0.0
115,85,0.0
115,91,0.0
115,97,0.0
115,103,0.0
115,109,0.0
115,121,0.0
115,127,0.0
115,133,0.0
115,139,0.0
115,145,0.0
115,151,0.0
115,157,0.0
115,163,0.0
115,169,0.0
115,175,0.0
115,181,0.0
115,187,0.0
115,193,0.0
115,199,0.0
115,205,0.0
115,211,0.0
115,217,0.0
115,223,0.0
115,229,0.0
115,235,0.0
115,241,0.0
115,247,0.0
115,253,0.0
115,259,0.0
115,265,0.0
115,271,0.0
115,277,0.0
115,283,0.0
115,289,0.0
115,295,0.0
115,301,0.0
115,307,0.0
115,313,0.0
115,319,0.0
115,325,0.0
115,331,0.0
115,337,0.0
115,343,0.0
115,349,0.0
115,355,0.0
115,361,0.0
115,367,0.0
115,373,0.0
115,379,0.0
115,385,0.0
115,391,0.0
115,397,0.0
121,1,0.0
121,7,0.0
121,13,0.0
121,19,0.0
121,25,0.0
121,31,0.0
121,37,0.0
121,43,0.0
121,49,0.0
121,55,0.0
121,61,0.0
121,67,0.0
121,73,0.0
121,79,0.0
121,85,0.0
121,91,0.0
121,97,0.0
121,103,0.0
121,109,0.0
121,115,0.0
121,127,0.0
121,133,0.0
121,139,0.0
121,145,0.0
121,151,0.0
121,157,0.0
121,163,0.0
121,169,0.0
121,175,0.0
121,181,0.0
121,187,0.0
121,193,0.0
121,199,0.0
121,205,0.0
121,211,0.0
121,217,0.0
121,223,0.0
121,229,0.0
121,235,0.0
121,241,0.0
121,247,0.0
121,253,0.0
121,259,0.0
121,265,0.0
121,271,0.4
121,277,0.0
121,283,0.0
121,289,0.0
121,295,0.0
121,301,0.0
121,307,0.0
121,313,0.0
121,319,0.0
121,325,0.0
121,331,0.0
121,337,0.0
121,343,0.0
121,349,0.0
121,355,0.0
121,361,0.0
121,367,0.0
121,373,0.0
121,379,0.0
121,385,0.0
121,391,0.0
121,397,0.0
127,1,0.0
127,7,0.0
127,13,0.0
127,19,0.0
127,25,0.0
127,31,0.0
127,37,0.0
127,43,0.0
127,49,0.0
127,55,0.0
127,61,0.0
127,67,0.0
127,73,0.0
127,79,0.0
127,85,0.0
127,91,0.0
127,97,0.0
127,103,0.0
127,109,0.0
127,115,0.0
127,121,0.0
127,133,0.0
127,139,0.0
127,145,0.0
127,151,0.0
127,157,0.0
127,163,0.0
127,169,0.0
127,175,0.0
127,181,0.0
127,187,0.0
127,193,0.0
127,199,0.0
127,205,0.0
127,211,0.0
127,217,0.0
127,223,0.0
127,229,0.0
127,235,0.0
127,241,0.0
127,247,0.0
127,253,0.0
127,259,0.0
127,265,0.0
127,271,0.0
127,277,0.0
127,283,0.0
127,289,0.0
127,295,0.0
127,301,0.0
127,307,0.0
127,313,0.0
127,319,0.0
127,325,0.0
127,331,0.0
127,337,0.0
127,343,0.0
127,349,0.0
127,355,0.0
127,361,0.0
127,367,0.0
127,373,0.0
127,379,0.0
127,385,0.0
127,391,0.0
127,397,0.0
133,1,0.0
133,7,0.0
133,13,0.0
133,19,0.0
133,25,0.0
133,31,0.0
133,37,0.0
133,43,0.0
133,49,0.0
133,55,0.0
133,61,0.0
133,67,0.0
133,73,0.0
133,79,0.0
133,85,0.0
133,91,0.0
133,97,0.0
133,103,0.0
133,109,0.0
133,115,0.0
133,121,0.0
133,127,0.0
133,139,0.0
133,145,0.0
133,151,0.0
133,157,0.0
133,163,0.0
133,169,0.0
133,175,0.0
133,181,0.0
133,187,0.0
133,193,0.0
133,199,0.0
133,205,0.0
133,211,0.0
133,217,0.0
133,223,0.0
133,229,0.0
133,235,0.0
133,241,0.0
133,247,0.0
133,253,0.0
133,259,0.0
133,265,0.0
133,271,0.0
133,277,0.0
133,283,0.0
133,289,0.0
133,295,0.0
133,301,0.0
133,307,0.0
133,313,0.0
133,319,0.0
133,325,0.0
133,331,0.0
133,337,0.0
133,343,0.0
133,349,0.0
133,355,0.0
133,361,0.0
133,367,0.0
133,373,0.0
133,379,0.0
133,385,0.0
133,391,0.0
133,397,0.0
139,1,0.0
139,7,0.0
139,13,0.0
139,19,0.0
139,25,0.0
139,31,0.0
139,37,0.0
139,43,0.0
139,49,0.0
139,55,0.0
139,61,0.0
139,67,0.0
139,73,0.0
139,79,0.0
139,85,0.0
139,91,0.0
139,97,0.0
139,103,0.0
139,109,0.0
139,115,0.0
139,121,0.0
139,127,0.0
139,133,0.0
139,145,0.0
139,151,0.0
139,157,0.0
139,163,0.0
139,169,0.0
139,175,0.0
139,181,0.0
139,187,0.0
139,193,0.0
139,199,0.0
139,205,0.0
139,211,0.0
139,217,0.0
139,223,0.0
139,229,0.0
139,235,0.0
139,241,0.0
139,247,0.0
139,253,0.0
139,259,0.0
139,265,0.0
139,271,0.0
139,277,0.0
139,283,0.0
139,289,0.0
139,295,0.0
139,301,0.0
139,307,0.0
139,313,0.0
139,319,0.0
139,325,0.0
139,331,0.0
139,337,0.0
139,343,0.0
139,349,0.0
139,355,0.0
139,361,0.0
139,367,0.0
139,373,0.0
139,379,0.0
139,385,0.0
139,391,0.0
139,397,0.0
145,1,0.0
145,7,0.0
145,13,0.0
145,19,0.0
145,25,0.0
145,31,0.0
145,37,0.0
145,43,0.0
145,49,0.0
145,55,0.0
145,61,0.0
145,67,0.0
145,73,0.0
145,79,0.0
145,85,0.0
145,91,0.0
145,97,0.0
145,103,0.0
145,109,0.0
145,115,0.0
145,121,0.0
145,127,0.0
145,133,0.0
145,139,0.0
145,151,0.0
145,157,0.0
145,163,0.0
145,169,0.0
145,175,0.0
145,181,0.0
145,187,0.0
145,193,0.0
145,199,0.0
145,205,0.0
145,211,0.0
145,217,0.0
145,223,0.0
145,229,0.0
145,235,0.0
145,241,0.0
145,247,0.0
145,253,0.0
145,259,0.0
145,265,0.0
145,271,0.0
145,277,0.0
145,283,0.0
145,289,0.0
145,295,0.0
145,301,0.0
145,307,0.0
145,313,0.0
145,319,0.0
145,325,0.0
145,331,0.0
145,337,0.0
145,343,0.0
145,349,0.0
145,355,0.0
145,361,0.0
145,367,0.0
145,373,0.0
145,379,0.0
145,385,0.0
145,391,0.0
145,397,0.0
151,1,0.0
151,7,0.0
151,13,0.0
151,19,0.0
151,25,0.0
151,31,0.0
151,37,0.0
151,43,0.0
151,49,0.0
151,55,0.0
151,61,0.0
151,67,0.0
151,73,0.0
151,79,0.0
151,85,0.0
151,91,0.0
151,97,0.0
151,103,0.0
151,109,0.0
151,115,0.0
151,121,0.0
151,127,0.0
151,133,0.0
151,139,0.0
151,145,0.0
151,157,0.0
151,163,0.0
151,169,0.0
151,175,0.0
151,181,0.0
151,187,0.0
151,193,0.0
151,199,0.0
151,205,0.0
151,211,0.0
151,217,0.0
151,223,0.0
151,229,0.0
151,235,0.0
151,241,0.0
151,247,0.0
151,253,0.0
151,259,0.0
151,265,0.0
151,271,0.4
151,277,0.0
151,283,0.0
151,289,0.0
151,295,0.0
151,301,0.0
151,307,0.0
151,313,0.0
151,319,0.0
151,325,0.0
151,331,0.0
151,337,0.0
151,343,0.0
151,349,0.0
151,355,0.0
151,361,0.0
151,367,0.0
151,373,0.0
151,379,0.0
151,385,0.0
151,391,0.0
151,397,0.0
157,1,0.0
157,7,0.0
157,13,0.0
157,19,0.0
157,25,0.0
157,31,0.0
157,37,0.0
157,43,0.0
157,49,0.0
157,55,0.0
157,61,0.0
157,67,0.0
157,73,0.0
157,79,0.0
157,85,0.0
157,91,0.0
157,97,0.0
157,103,0.0
157,109,0.0
157,115,0.0
157,121,0.0
157,127,0.0
157,133,0.0
157,139,0.0
157,145,0.0
157,151,0.0
157,163,0.0
157,169,0.0
157,175,0.0
157,181,0.0
157,187,0.0
157,193,0.0
